value_id,element_id,attribute_id,item_id,value_longtext1,value_longtext2,value_blob,value_decimal1,value_decimal2,value_integer1,source_info,attribute_id,element_id,locale_id,table_num,row_id,name
3659,177,2021,NULL,Trotskyism,NULL,NULL,NULL,NULL,NULL,,2021,177,1,57,45,"Anarchism, Trotskyism, Maoism"
3686,177,2040,NULL,cigarette,NULL,NULL,NULL,NULL,NULL,,2040,177,1,57,47,Don't Be a Fool
3687,177,2041,NULL,tobacco,NULL,NULL,NULL,NULL,NULL,,2041,177,1,57,47,Don't Be a Fool
3688,177,2042,NULL,KOOL,NULL,NULL,NULL,NULL,NULL,,2042,177,1,57,47,Don't Be a Fool
3689,177,2043,NULL,African Americans,NULL,NULL,NULL,NULL,NULL,,2043,177,1,57,47,Don't Be a Fool
3734,177,2077,NULL,Anarcho-syndicalism,NULL,NULL,NULL,NULL,NULL,,2077,177,1,57,50,Chicago May 1-4 Haymarket '86 Anarchist Gathering
3741,177,2084,NULL,Chile,NULL,NULL,NULL,NULL,NULL,,2084,177,1,57,48,Chile: Cantos para la resistencia
3741,177,2084,NULL,Chile,NULL,NULL,NULL,NULL,NULL,,2084,177,1,57,48,Chile: Songs for the Resistance
3742,177,2085,NULL,protest songs,NULL,NULL,NULL,NULL,NULL,,2085,177,1,57,48,Chile: Cantos para la resistencia
3742,177,2085,NULL,protest songs,NULL,NULL,NULL,NULL,NULL,,2085,177,1,57,48,Chile: Songs for the Resistance
3743,177,2086,NULL,political ballades,NULL,NULL,NULL,NULL,NULL,,2086,177,1,57,48,Chile: Cantos para la resistencia
3743,177,2086,NULL,political ballades,NULL,NULL,NULL,NULL,NULL,,2086,177,1,57,48,Chile: Songs for the Resistance
3752,177,2092,NULL,Terrorism,NULL,NULL,NULL,NULL,NULL,,2092,177,1,57,49,Against Individual Terrorism
3753,177,2093,NULL,Stalinism,NULL,NULL,NULL,NULL,NULL,,2093,177,1,57,49,Against Individual Terrorism
3766,177,2105,NULL,teamsters,NULL,NULL,NULL,NULL,NULL,,2105,177,1,57,46,"Daily News Workers: ""We're Gonna Win!"" On Strike"
3766,177,2105,NULL,teamsters,NULL,NULL,NULL,NULL,NULL,,2105,177,1,57,46,Daily News Workers: On Strike
3774,177,2112,NULL,"King, Martin Luther, Jr.",NULL,NULL,NULL,NULL,NULL,,2112,177,1,57,51,Support the National Holiday of the Birthday of Dr. Martin Luther King Jr.
3796,177,2129,NULL,May Day,NULL,NULL,NULL,NULL,NULL,,2129,177,1,57,43,Jobs Peace Equality May Day 1886–1979
3826,177,2148,NULL,theater,NULL,NULL,NULL,NULL,NULL,,2148,177,1,57,53,Black Theatre issue
3826,177,2148,NULL,theater,NULL,NULL,NULL,NULL,NULL,,2148,177,1,57,53,TDR
3826,177,2148,NULL,theater,NULL,NULL,NULL,NULL,NULL,,2148,177,1,57,53,TDR: The Drama Review
3827,177,2149,NULL,Black Arts Movement,NULL,NULL,NULL,NULL,NULL,,2149,177,1,57,53,Black Theatre issue
3827,177,2149,NULL,Black Arts Movement,NULL,NULL,NULL,NULL,NULL,,2149,177,1,57,53,TDR
3827,177,2149,NULL,Black Arts Movement,NULL,NULL,NULL,NULL,NULL,,2149,177,1,57,53,TDR: The Drama Review
3838,177,2159,NULL,Women,NULL,NULL,NULL,NULL,NULL,,2159,177,1,57,52,Lavender Jane Loves Women
3839,177,2160,NULL,Lesbians,NULL,NULL,NULL,NULL,NULL,,2160,177,1,57,52,Lavender Jane Loves Women
3887,177,2199,NULL,Palestine,NULL,NULL,NULL,NULL,NULL,,2199,177,1,57,54,Palestinian History in Postage Stamps
3888,177,2200,NULL,Postage Stamps,NULL,NULL,NULL,NULL,NULL,,2200,177,1,57,54,Palestinian History in Postage Stamps
3889,177,2201,NULL,Intifada,NULL,NULL,NULL,NULL,NULL,,2201,177,1,57,54,Palestinian History in Postage Stamps
3890,177,2202,NULL,Zionism,NULL,NULL,NULL,NULL,NULL,,2202,177,1,57,54,Palestinian History in Postage Stamps
3891,177,2203,NULL,Palestinian Front for the Liberation of Palestine,NULL,NULL,NULL,NULL,NULL,,2203,177,1,57,54,Palestinian History in Postage Stamps
3983,177,2254,NULL,labor strikes,NULL,NULL,NULL,NULL,NULL,,2254,177,1,57,46,"Daily News Workers: ""We're Gonna Win!"" On Strike"
3983,177,2254,NULL,labor strikes,NULL,NULL,NULL,NULL,NULL,,2254,177,1,57,46,Daily News Workers: On Strike
3984,177,2255,NULL,unions,NULL,NULL,NULL,NULL,NULL,,2255,177,1,57,46,"Daily News Workers: ""We're Gonna Win!"" On Strike"
3984,177,2255,NULL,unions,NULL,NULL,NULL,NULL,NULL,,2255,177,1,57,46,Daily News Workers: On Strike
3985,177,2256,NULL,labor,NULL,NULL,NULL,NULL,NULL,,2256,177,1,57,46,"Daily News Workers: ""We're Gonna Win!"" On Strike"
3985,177,2256,NULL,labor,NULL,NULL,NULL,NULL,NULL,,2256,177,1,57,46,Daily News Workers: On Strike
3987,177,2258,NULL,"Chicago, Illinois",NULL,NULL,NULL,NULL,NULL,,2258,177,1,57,50,Chicago May 1-4 Haymarket '86 Anarchist Gathering
3988,177,2259,NULL,May Day,NULL,NULL,NULL,NULL,NULL,,2259,177,1,57,50,Chicago May 1-4 Haymarket '86 Anarchist Gathering
3989,177,2260,NULL,Anarchism,NULL,NULL,NULL,NULL,NULL,,2260,177,1,57,50,Chicago May 1-4 Haymarket '86 Anarchist Gathering
3990,177,2261,NULL,Haymarket affair,NULL,NULL,NULL,NULL,NULL,,2261,177,1,57,50,Chicago May 1-4 Haymarket '86 Anarchist Gathering
3992,177,2263,NULL,labor,NULL,NULL,NULL,NULL,NULL,,2263,177,1,57,43,Jobs Peace Equality May Day 1886–1979
3993,177,2264,NULL,AFL CIO,NULL,NULL,NULL,NULL,NULL,,2264,177,1,57,43,Jobs Peace Equality May Day 1886–1979
3994,177,2265,NULL,unions,NULL,NULL,NULL,NULL,NULL,,2265,177,1,57,43,Jobs Peace Equality May Day 1886–1979
3997,177,2268,NULL,"Douglass, Frederick",NULL,NULL,NULL,NULL,NULL,,2268,177,1,57,44,North Star Fund 1979-1989
3998,177,2269,NULL,city skyline,NULL,NULL,NULL,NULL,NULL,,2269,177,1,57,44,North Star Fund 1979-1989
3999,177,2270,NULL,shooting stars,NULL,NULL,NULL,NULL,NULL,,2270,177,1,57,44,North Star Fund 1979-1989
4002,177,2273,NULL,Civil Rights Movement,NULL,NULL,NULL,NULL,NULL,,2273,177,1,57,51,Support the National Holiday of the Birthday of Dr. Martin Luther King Jr.
4004,177,2275,NULL,"Martin Luther King, Jr., Day",NULL,NULL,NULL,NULL,NULL,,2275,177,1,57,51,Support the National Holiday of the Birthday of Dr. Martin Luther King Jr.
4005,177,2276,NULL,holidays,NULL,NULL,NULL,NULL,NULL,,2276,177,1,57,51,Support the National Holiday of the Birthday of Dr. Martin Luther King Jr.
4006,177,2277,NULL,activists,NULL,NULL,NULL,NULL,NULL,,2277,177,1,57,51,Support the National Holiday of the Birthday of Dr. Martin Luther King Jr.
4008,177,2279,NULL,Civil Rights Movement,NULL,NULL,NULL,NULL,NULL,,2279,177,1,57,41,We Still Have a Dream
4206,177,2391,NULL,"Rodney, Walter",NULL,NULL,NULL,NULL,NULL,,2391,177,1,57,8,Georgetown Review
4250,177,2423,NULL,Guyana--History,NULL,NULL,NULL,NULL,NULL,,2423,177,1,57,12,Toward a Revolutionary Socialist Guyana: Principles and Programme of the Working People's Alliance
4251,177,2424,NULL,Working People's Alliance,NULL,NULL,NULL,NULL,NULL,,2424,177,1,57,12,Toward a Revolutionary Socialist Guyana: Principles and Programme of the Working People's Alliance
4252,177,2425,NULL,"Rodney, Walter",NULL,NULL,NULL,NULL,NULL,,2425,177,1,57,12,Toward a Revolutionary Socialist Guyana: Principles and Programme of the Working People's Alliance
4253,177,2426,NULL,Socialism,NULL,NULL,NULL,NULL,NULL,,2426,177,1,57,12,Toward a Revolutionary Socialist Guyana: Principles and Programme of the Working People's Alliance
4280,177,2449,NULL,Palestine,NULL,NULL,NULL,NULL,NULL,,2449,177,1,57,32,Intifada: Palestine will be free from the river to the sea
4281,177,2450,NULL,Intifada,NULL,NULL,NULL,NULL,NULL,,2450,177,1,57,32,Intifada: Palestine will be free from the river to the sea
4283,177,2453,NULL,"Cheney, Dick",NULL,NULL,NULL,NULL,NULL,,2453,177,1,57,33,Got Oil
4283,177,2453,NULL,"Cheney, Dick",NULL,NULL,NULL,NULL,NULL,,2453,177,1,57,33,Got Oil?
4284,177,2454,NULL,oil,NULL,NULL,NULL,NULL,NULL,,2454,177,1,57,33,Got Oil
4284,177,2454,NULL,oil,NULL,NULL,NULL,NULL,NULL,,2454,177,1,57,33,Got Oil?
4285,177,2455,NULL,anti-war movements,NULL,NULL,NULL,NULL,NULL,,2455,177,1,57,33,Got Oil
4285,177,2455,NULL,anti-war movements,NULL,NULL,NULL,NULL,NULL,,2455,177,1,57,33,Got Oil?
4292,177,2463,NULL,Communism,NULL,NULL,NULL,NULL,NULL,,2463,177,1,57,40,Leninism: A Great Creative Force
4297,177,2468,NULL,China,NULL,NULL,NULL,NULL,NULL,,2468,177,1,57,42,Peking Divisionists
4301,177,2473,NULL,workers,NULL,NULL,NULL,NULL,NULL,,2473,177,1,57,46,"Daily News Workers: ""We're Gonna Win!"" On Strike"
4301,177,2473,NULL,workers,NULL,NULL,NULL,NULL,NULL,,2473,177,1,57,46,Daily News Workers: On Strike
4306,177,2480,NULL,graffiti,NULL,NULL,NULL,NULL,NULL,,2480,177,1,57,29,Taking the Train
4306,177,2480,NULL,graffiti,NULL,NULL,NULL,NULL,NULL,,2480,177,1,57,29,Taking the Train: How graffiti art became an urban crisis in New York City
4308,177,2482,NULL,New York,NULL,NULL,NULL,NULL,NULL,,2482,177,1,57,29,Taking the Train
4308,177,2482,NULL,New York,NULL,NULL,NULL,NULL,NULL,,2482,177,1,57,29,Taking the Train: How graffiti art became an urban crisis in New York City
4331,177,2507,NULL,environmental justice,NULL,NULL,NULL,NULL,NULL,,2507,177,1,57,57,Resourced
4332,177,2508,NULL,tar sands,NULL,NULL,NULL,NULL,NULL,,2508,177,1,57,57,Resourced
4333,177,2509,NULL,fracking,NULL,NULL,NULL,NULL,NULL,,2509,177,1,57,57,Resourced
4334,177,2510,NULL,indigenous movements,NULL,NULL,NULL,NULL,NULL,,2510,177,1,57,57,Resourced
4335,177,2511,NULL,gold mining,NULL,NULL,NULL,NULL,NULL,,2511,177,1,57,57,Resourced
4336,177,2512,NULL,dams,NULL,NULL,NULL,NULL,NULL,,2512,177,1,57,57,Resourced
4337,177,2513,NULL,coal mining,NULL,NULL,NULL,NULL,NULL,,2513,177,1,57,57,Resourced
4338,177,2514,NULL,climate change,NULL,NULL,NULL,NULL,NULL,,2514,177,1,57,57,Resourced
4339,177,2515,NULL,urban gardening,NULL,NULL,NULL,NULL,NULL,,2515,177,1,57,57,Resourced
4340,177,2516,NULL,farm workers movement,NULL,NULL,NULL,NULL,NULL,,2516,177,1,57,57,Resourced
4341,177,2517,NULL,Cesar Chavez,NULL,NULL,NULL,NULL,NULL,,2517,177,1,57,57,Resourced
4342,177,2518,NULL,land,NULL,NULL,NULL,NULL,NULL,,2518,177,1,57,57,Resourced
4343,177,2519,NULL,ecology,NULL,NULL,NULL,NULL,NULL,,2519,177,1,57,57,Resourced
4344,177,2520,NULL,environmentalism,NULL,NULL,NULL,NULL,NULL,,2520,177,1,57,57,Resourced
4345,177,2521,NULL,anti-capitalism,NULL,NULL,NULL,NULL,NULL,,2521,177,1,57,57,Resourced
4701,177,2862,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2862,177,1,57,59,Occuprint Collection
4773,177,2916,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,2916,177,1,57,72,Outgrow the Status Quo
4774,177,2917,NULL, May Day,NULL,NULL,NULL,NULL,NULL,,2917,177,1,57,72,Outgrow the Status Quo
4775,177,2918,NULL,Strike,NULL,NULL,NULL,NULL,NULL,,2918,177,1,57,72,Outgrow the Status Quo
4779,177,2922,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,2922,177,1,57,73,Huelga General
4780,177,2923,NULL,General Strike,NULL,NULL,NULL,NULL,NULL,,2923,177,1,57,73,Huelga General
4781,177,2924,NULL,May Day,NULL,NULL,NULL,NULL,NULL,,2924,177,1,57,73,Huelga General
4805,177,2947,NULL,Occupy Movements,NULL,NULL,NULL,NULL,NULL,,2947,177,1,57,76,The Occupied Wall Street Journal
4806,177,2948,NULL,Satire,NULL,NULL,NULL,NULL,NULL,,2948,177,1,57,76,The Occupied Wall Street Journal
4807,177,2949,NULL,Newspapers,NULL,NULL,NULL,NULL,NULL,,2949,177,1,57,76,The Occupied Wall Street Journal
4817,177,2959,NULL,General strike,NULL,NULL,NULL,NULL,NULL,,2959,177,1,57,78,General Strike Stickers
4818,177,2960,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,2960,177,1,57,78,General Strike Stickers
4819,177,2961,NULL,May Day,NULL,NULL,NULL,NULL,NULL,,2961,177,1,57,78,General Strike Stickers
4835,177,2972,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,2972,177,1,57,79,The Beginning Is Near
4836,177,2973,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,2973,177,1,57,79,The Beginning Is Near
4842,177,2979,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,2979,177,1,57,80,General Strike! [Mouth]
4843,177,2980,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,2980,177,1,57,80,General Strike! [Mouth]
4844,177,2981,NULL,General Strike,NULL,NULL,NULL,NULL,NULL,,2981,177,1,57,80,General Strike! [Mouth]
4893,177,3030,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3030,177,1,57,75,Occuprint Portfolio
4894,177,3031,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3031,177,1,57,75,Occuprint Portfolio
4895,177,3032,NULL,feminism,NULL,NULL,NULL,NULL,NULL,,3032,177,1,57,75,Occuprint Portfolio
4896,177,3033,NULL,student debt,NULL,NULL,NULL,NULL,NULL,,3033,177,1,57,75,Occuprint Portfolio
4897,177,3034,NULL,general strikes,NULL,NULL,NULL,NULL,NULL,,3034,177,1,57,75,Occuprint Portfolio
4898,177,3035,NULL,police accountability,NULL,NULL,NULL,NULL,NULL,,3035,177,1,57,75,Occuprint Portfolio
4899,177,3036,NULL,internationalism,NULL,NULL,NULL,NULL,NULL,,3036,177,1,57,75,Occuprint Portfolio
4900,177,3037,NULL,anti-capitalism,NULL,NULL,NULL,NULL,NULL,,3037,177,1,57,75,Occuprint Portfolio
4901,177,3038,NULL,corporate greed,NULL,NULL,NULL,NULL,NULL,,3038,177,1,57,75,Occuprint Portfolio
4902,177,3039,NULL,Native Americans,NULL,NULL,NULL,NULL,NULL,,3039,177,1,57,75,Occuprint Portfolio
4903,177,3040,NULL,decolonization,NULL,NULL,NULL,NULL,NULL,,3040,177,1,57,75,Occuprint Portfolio
4904,177,3041,NULL,Wall Street,NULL,NULL,NULL,NULL,NULL,,3041,177,1,57,75,Occuprint Portfolio
4911,177,3047,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3047,177,1,57,81,Occuprint Portfolio pre-publication edition
4912,177,3048,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3048,177,1,57,81,Occuprint Portfolio pre-publication edition
4913,177,3049,NULL,feminism,NULL,NULL,NULL,NULL,NULL,,3049,177,1,57,81,Occuprint Portfolio pre-publication edition
4914,177,3050,NULL,student debt,NULL,NULL,NULL,NULL,NULL,,3050,177,1,57,81,Occuprint Portfolio pre-publication edition
4915,177,3051,NULL,general strikes,NULL,NULL,NULL,NULL,NULL,,3051,177,1,57,81,Occuprint Portfolio pre-publication edition
4916,177,3052,NULL,police accountability,NULL,NULL,NULL,NULL,NULL,,3052,177,1,57,81,Occuprint Portfolio pre-publication edition
4917,177,3053,NULL,internationalism,NULL,NULL,NULL,NULL,NULL,,3053,177,1,57,81,Occuprint Portfolio pre-publication edition
4918,177,3054,NULL,anti-capitalism,NULL,NULL,NULL,NULL,NULL,,3054,177,1,57,81,Occuprint Portfolio pre-publication edition
4919,177,3055,NULL,corporate greed,NULL,NULL,NULL,NULL,NULL,,3055,177,1,57,81,Occuprint Portfolio pre-publication edition
4920,177,3056,NULL,Native Americans,NULL,NULL,NULL,NULL,NULL,,3056,177,1,57,81,Occuprint Portfolio pre-publication edition
4921,177,3057,NULL,decolonization,NULL,NULL,NULL,NULL,NULL,,3057,177,1,57,81,Occuprint Portfolio pre-publication edition
4922,177,3058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3058,177,1,57,81,Occuprint Portfolio pre-publication edition
4927,177,3063,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3063,177,1,57,74,General Strike Match
4928,177,3064,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3064,177,1,57,74,General Strike Match
4929,177,3065,NULL,General Strike,NULL,NULL,NULL,NULL,NULL,,3065,177,1,57,74,General Strike Match
4934,177,3070,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3070,177,1,57,82,General Strike Beer Coaster
4935,177,3071,NULL,General strikes,NULL,NULL,NULL,NULL,NULL,,3071,177,1,57,82,General Strike Beer Coaster
4946,177,3081,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3081,177,1,57,83,Dollar Tower
4947,177,3082,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3082,177,1,57,83,Dollar Tower
4954,177,3086,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3086,177,1,57,72,Outgrow the Status Quo
4955,177,3087,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3087,177,1,57,73,Huelga General
4956,177,3088,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3088,177,1,57,67,Kite Strike
4957,177,3089,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3089,177,1,57,67,Kite Strike
4958,177,3090,NULL,General Strike,NULL,NULL,NULL,NULL,NULL,,3090,177,1,57,67,Kite Strike
5141,177,3231,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3231,177,1,57,99,Occupy Sisterhood
5142,177,3232,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3232,177,1,57,99,Occupy Sisterhood
5143,177,3233,NULL,Feminism,NULL,NULL,NULL,NULL,NULL,,3233,177,1,57,99,Occupy Sisterhood
5144,177,3234,NULL,Women of color,NULL,NULL,NULL,NULL,NULL,,3234,177,1,57,99,Occupy Sisterhood
5145,177,3235,NULL,The war on women,NULL,NULL,NULL,NULL,NULL,,3235,177,1,57,99,Occupy Sisterhood
5157,177,3244,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3244,177,1,57,100,International Workers Day
5158,177,3245,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3245,177,1,57,100,International Workers Day
5159,177,3246,NULL,General Strike,NULL,NULL,NULL,NULL,NULL,,3246,177,1,57,100,International Workers Day
5160,177,3247,NULL,May Day,NULL,NULL,NULL,NULL,NULL,,3247,177,1,57,100,International Workers Day
5161,177,3248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3248,177,1,57,100,International Workers Day
5164,177,3251,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3251,177,1,57,101,Job Creators
5165,177,3252,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3252,177,1,57,101,Job Creators
5166,177,3253,NULL,Monopoly,NULL,NULL,NULL,NULL,NULL,,3253,177,1,57,101,Job Creators
5167,177,3254,NULL,Rich Uncle Pennybags,NULL,NULL,NULL,NULL,NULL,,3254,177,1,57,101,Job Creators
5168,177,3255,NULL,anti-capitalism,NULL,NULL,NULL,NULL,NULL,,3255,177,1,57,101,Job Creators
5169,177,3256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3256,177,1,57,101,Job Creators
5175,177,3262,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3262,177,1,57,102,When in Riot Gear
5176,177,3263,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3263,177,1,57,102,When in Riot Gear
5177,177,3264,NULL,Police and Policing,NULL,NULL,NULL,NULL,NULL,,3264,177,1,57,102,When in Riot Gear
5178,177,3265,NULL,Policing of protest,NULL,NULL,NULL,NULL,NULL,,3265,177,1,57,102,When in Riot Gear
5200,177,3284,NULL,Student Debt,NULL,NULL,NULL,NULL,NULL,,3284,177,1,57,103,Bail Out the Students
5201,177,3285,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3285,177,1,57,103,Bail Out the Students
5202,177,3286,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3286,177,1,57,103,Bail Out the Students
5208,177,3292,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3292,177,1,57,104,General Strike Match (Hand printed)
5209,177,3293,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3293,177,1,57,104,General Strike Match (Hand printed)
5210,177,3294,NULL,General Strike,NULL,NULL,NULL,NULL,NULL,,3294,177,1,57,104,General Strike Match (Hand printed)
5223,177,3307,NULL,Wall Street,NULL,NULL,NULL,NULL,NULL,,3307,177,1,57,105,Money Talks Too Much
5224,177,3308,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3308,177,1,57,105,Money Talks Too Much
5225,177,3309,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3309,177,1,57,105,Money Talks Too Much
5234,177,3318,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3318,177,1,57,106,Lenape Occupied
5235,177,3319,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3319,177,1,57,106,Lenape Occupied
5236,177,3320,NULL,Native Americans,NULL,NULL,NULL,NULL,NULL,,3320,177,1,57,106,Lenape Occupied
5237,177,3321,NULL,anti-colonialism,NULL,NULL,NULL,NULL,NULL,,3321,177,1,57,106,Lenape Occupied
5238,177,3322,NULL,Settler-colonialism,NULL,NULL,NULL,NULL,NULL,,3322,177,1,57,106,Lenape Occupied
5239,177,3323,NULL,Wall Street,NULL,NULL,NULL,NULL,NULL,,3323,177,1,57,106,Lenape Occupied
5250,177,3334,NULL,Police Accountability,NULL,NULL,NULL,NULL,NULL,,3334,177,1,57,107,Keep Calm and Cameras On
5251,177,3335,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3335,177,1,57,107,Keep Calm and Cameras On
5252,177,3336,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3336,177,1,57,107,Keep Calm and Cameras On
5253,177,3337,NULL,Video activism,NULL,NULL,NULL,NULL,NULL,,3337,177,1,57,107,Keep Calm and Cameras On
5254,177,3338,NULL,Satire,NULL,NULL,NULL,NULL,NULL,,3338,177,1,57,107,Keep Calm and Cameras On
5263,177,3347,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3347,177,1,57,108,America is Broke-n
5263,177,3347,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3347,177,1,57,108,America is Broken
5264,177,3348,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3348,177,1,57,108,America is Broke-n
5264,177,3348,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3348,177,1,57,108,America is Broken
5265,177,3349,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3349,177,1,57,108,America is Broke-n
5265,177,3349,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3349,177,1,57,108,America is Broken
5277,177,3361,NULL,The 99%,NULL,NULL,NULL,NULL,NULL,,3361,177,1,57,109,Occupy Everything Pie Chart
5278,177,3362,NULL,The 1%,NULL,NULL,NULL,NULL,NULL,,3362,177,1,57,109,Occupy Everything Pie Chart
5280,177,3364,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3364,177,1,57,109,Occupy Everything Pie Chart
5289,177,3373,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3373,177,1,57,110,Occupy Baltimore
5290,177,3374,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3374,177,1,57,110,Occupy Baltimore
5291,177,3375,NULL,Shellfish,NULL,NULL,NULL,NULL,NULL,,3375,177,1,57,110,Occupy Baltimore
5296,177,3380,NULL,video activism,NULL,NULL,NULL,NULL,NULL,,3380,177,1,57,75,Occuprint Portfolio
5297,177,3381,NULL,The 1%,NULL,NULL,NULL,NULL,NULL,,3381,177,1,57,75,Occuprint Portfolio
5298,177,3382,NULL,The 99%,NULL,NULL,NULL,NULL,NULL,,3382,177,1,57,75,Occuprint Portfolio
5307,177,3391,NULL,Occuprint,NULL,NULL,NULL,NULL,NULL,,3391,177,1,57,111,Day and Night
5308,177,3392,NULL,Occupy Movement,NULL,NULL,NULL,NULL,NULL,,3392,177,1,57,111,Day and Night
5309,177,3393,NULL,Housing,NULL,NULL,NULL,NULL,NULL,,3393,177,1,57,111,Day and Night
5310,177,3394,NULL,Cities,NULL,NULL,NULL,NULL,NULL,,3394,177,1,57,111,Day and Night
5337,177,3418,NULL,May Day,NULL,NULL,NULL,NULL,NULL,,3418,177,1,57,82,General Strike Beer Coaster
5341,177,3421,NULL,Work,NULL,NULL,NULL,NULL,NULL,,3421,177,1,57,82,General Strike Beer Coaster
5387,177,3464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3464,177,1,57,119,Fight Back World Wide
5411,177,3488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3488,177,NULL,57,122,Occupy Homes
