value_id,element_id,attribute_id,subject_term_label,subject_term_value,locale_id,object_table_num,object_id,object_name
6177,177,4130,Hip hop,hip hop,1,57,184,Mos Def & Talib Kweli are Black Star
6186,177,4138,Hip hop,hip hop,1,57,185,Da Lench Mob Planet of Da Apes
6186,177,4138,Hip hop,hip hop,1,57,185,Planet of Da Apes
6187,177,4139,Rap,rap,1,57,185,Da Lench Mob Planet of Da Apes
6187,177,4139,Rap,rap,1,57,185,Planet of Da Apes
6205,177,4155,Hip hop,hip hop,1,57,187,Rawkus Presents Soundbombing II
6221,177,4166,Hip Hop,hip hop,1,57,188,Two Minute Brother
6222,177,4167,Female Musicians,female musicians,1,57,188,Two Minute Brother
6223,177,4168,NULL,null,1,57,188,Two Minute Brother
6234,177,4175,Hip hop,hip hop,1,57,181,B-Boy Document 99
6234,177,4175,Hip hop,hip hop,1,57,181,Chaos
6234,177,4175,Hip hop,hip hop,1,57,181,Soundsbombing II: The Singles
6235,177,4176,B-boy,b-boy,1,57,181,B-Boy Document 99
6235,177,4176,B-boy,b-boy,1,57,181,Chaos
6235,177,4176,B-boy,b-boy,1,57,181,Soundsbombing II: The Singles
6236,177,4177,Rap,rap,1,57,181,B-Boy Document 99
6236,177,4177,Rap,rap,1,57,181,Chaos
6236,177,4177,Rap,rap,1,57,181,Soundsbombing II: The Singles
6241,177,4179,New Afrikan Prisoners Organization,new afrikan prisoners organization,1,57,186,The Struggle is For Land and Socialism! An Interview with the New Afrikan Prisoners Organization (N.A.P.O.)
6242,177,4180,political prisoners,political prisoners,1,57,186,The Struggle is For Land and Socialism! An Interview with the New Afrikan Prisoners Organization (N.A.P.O.)
6243,177,4181,New Afrikans,new afrikans,1,57,186,The Struggle is For Land and Socialism! An Interview with the New Afrikan Prisoners Organization (N.A.P.O.)
6263,177,4199,political prisoners,political prisoners,1,57,190,4Strugglemag Issue 20: Winter 2011/12
6263,177,4199,political prisoners,political prisoners,1,57,190,4Strugglemag: Special Twentieth Issue Retrospective
6278,177,4209,Hip Hop,hip hop,1,57,191,Funcrusher Plus
6279,177,4210,NULL,null,1,57,191,Funcrusher Plus
6295,177,4221,Hip hop,hip hop,1,57,192,police state
6326,177,4240,Hip Hop,hip hop,1,57,194,Cop Shot
6339,177,4252,Hip hop,hip hop,1,57,196,lets get free
6366,177,4271,Rap,rap,1,57,173,Reflection Eternal: Fortified Live featuring Mos Def & Mr. Man b/w 2000 Seasons
6366,177,4271,Rap,rap,1,57,173,Reflections Eternal-Fortified Live
6387,177,4287,Rap,rap,1,57,198,The Unbound Project
6388,177,4288,Criminal justice,criminal justice,1,57,198,The Unbound Project
6399,177,4298,Hip hop,hip hop,1,57,195,MADE IN THE U.S.A. (American XTC)
6406,177,4304,hip hop,hip hop,1,57,199,Longevity
6414,177,4311,Hip hop,hip hop,1,57,200,Straight out the jungle
6441,177,4324,Hip Hop,hip hop,1,57,201,"""The World I Know"" (Country Living) / ""Sellin' D.O.P.E."" Split"
6460,177,4338,Hip Hop,hip hop,1,57,203,Attica Blue
6461,177,4339,Techno,techno,1,57,203,Attica Blue
6462,177,4340,Jazz,jazz,1,57,203,Attica Blue
6463,177,4341,Trip-Hop,trip-hop,1,57,203,Attica Blue
6490,177,4362,NULL,null,1,57,205,Idioblast
6526,177,4393,hip hop,hip hop,1,57,206,Rawkus Presents Soundbombing II
6540,177,4406,Hip Hop,hip hop,1,57,207,Still Standing
6540,177,4406,Hip Hop,hip hop,1,57,207,Volume One
6555,177,4416,Punk,punk,1,57,208,never bought never sold
6555,177,4416,Punk,punk,1,57,208,singles + demos 1979-83
6570,177,4427,Punk,punk,1,57,209,Anticapital
6571,177,4428,Grindcore,grindcore,1,57,209,Anticapital
6594,177,4443,Gangsta Rap,gangsta rap,1,57,210,Gangsta Rap / How to Kill a Cop
6616,177,4456,Hip hop,hip hop,1,57,211,Negro League Baseball b/w They Lied!
6617,177,4457,Rap,rap,1,57,211,Negro League Baseball b/w They Lied!
6618,177,4458,Baseball,baseball,1,57,211,Negro League Baseball b/w They Lied!
6631,177,4467,experimental music,experimental music,1,57,212,The Beatnigs
6638,177,4473,political prisoners,political prisoners,1,57,213,4Strugglemag: Special Twentieth Issue Retrospective [Duplicate]
6638,177,4473,political prisoners,political prisoners,1,57,213,Interview with Father Patrick Moloney
6648,177,4482,Hip hop,hip hop,1,57,214,L-Fudge Liquid/What If?/Show Me Your Gratitude
6648,177,4482,Hip hop,hip hop,1,57,214,L-Fudge Liquid/What If?/Show Me Your Gratitude w/ Kweli Shabaam Sahdeeq Mike Zoot Skam
6648,177,4482,Hip hop,hip hop,1,57,214,Liquid/What If?/Show Me Your Gratitude
6649,177,4483,Rap,rap,1,57,214,L-Fudge Liquid/What If?/Show Me Your Gratitude
6649,177,4483,Rap,rap,1,57,214,L-Fudge Liquid/What If?/Show Me Your Gratitude w/ Kweli Shabaam Sahdeeq Mike Zoot Skam
6649,177,4483,Rap,rap,1,57,214,Liquid/What If?/Show Me Your Gratitude
6684,177,4508,Punk,punk,1,57,215,Bikini Kill
6692,177,4515,pop music,pop music,1,57,216,The Best of Blondie
6702,177,4525,Irish Republican Army (use for I.R.A.),irish republican army (use for i.r.a.),1,57,213,4Strugglemag: Special Twentieth Issue Retrospective [Duplicate]
6702,177,4525,Irish Republican Army (use for I.R.A.),irish republican army (use for i.r.a.),1,57,213,Interview with Father Patrick Moloney
6710,177,4532,Punk,punk,1,57,217,Pussy Whipped
6753,177,4565,Indie rock,indie rock,1,57,220,Autoclave
6761,177,4573,Prisons,prisons,1,57,204,No More Prisons
6762,177,4574,Hip-Hop,hip hop,1,57,204,No More Prisons
6763,177,4575,Rap,rap,1,57,204,No More Prisons
6781,177,4591,Punk,punk,1,57,222,Alive with Pleasure
6781,177,4591,Punk,punk,1,57,222,Nine Patriotic Hymns for Children
6781,177,4591,Punk,punk,1,57,222,Suckerpunch
6782,177,4592,Hardcore,hardcore,1,57,222,Alive with Pleasure
6782,177,4592,Hardcore,hardcore,1,57,222,Nine Patriotic Hymns for Children
6782,177,4592,Hardcore,hardcore,1,57,222,Suckerpunch
6783,177,4593,NULL,null,1,57,222,Alive with Pleasure
6783,177,4593,NULL,null,1,57,222,Nine Patriotic Hymns for Children
6783,177,4593,NULL,null,1,57,222,Suckerpunch
6800,177,4605,Riot grrrl,riot grrrl,1,57,223,The Real Janelle
6801,177,4606,Punk,punk,1,57,223,The Real Janelle
6826,177,4629,Rock music,rock music,1,57,226,Get Nervous
6847,177,4646,political prisoners,political prisoners,1,57,221,"Conspiracy of Voices: Poetry, Writings, and Art by the Women of the Resistance Conspiracy Case"
6851,177,4650,Rap,rap,1,57,219,Return of the B-Girl EP
6852,177,4651,NULL,null,1,57,219,Return of the B-Girl EP
6883,177,4673,Hip hop,hip hop,1,57,228,Do It the Way You Feel It
6883,177,4673,Hip hop,hip hop,1,57,228,Do It the Way You Feel It - the EP
6883,177,4673,Hip hop,hip hop,1,57,228,Medusa: Do It the Way You Feel It - the EP
6884,177,4674,Rap,rap,1,57,228,Do It the Way You Feel It
6884,177,4674,Rap,rap,1,57,228,Do It the Way You Feel It - the EP
6884,177,4674,Rap,rap,1,57,228,Medusa: Do It the Way You Feel It - the EP
6897,177,4682,Puerto Rico,puerto rico,1,57,231,Dissent is Not a Crime: The International Campaign to Free Puerto Rican Political Prisoners
6898,177,4683,political prisoners,political prisoners,1,57,231,Dissent is Not a Crime: The International Campaign to Free Puerto Rican Political Prisoners
6915,177,4699,Hip Hop,hip hop,1,57,202,Mumia 911
6943,177,4722,Punk,punk,1,57,233,30 Seconds Over Hillsboro
6944,177,4723,Hardcore,hardcore,1,57,233,30 Seconds Over Hillsboro
6945,177,4724,NULL,null,1,57,233,30 Seconds Over Hillsboro
6998,177,4764,Punk,punk,1,57,237,The Clash
7010,177,4772,Hip hop,hip hop,1,57,227,No More Prisons
7010,177,4772,Hip hop,hip hop,1,57,227,The Rich Get Rich b/w California Mind-State
7011,177,4773,Rap,rap,1,57,227,No More Prisons
7011,177,4773,Rap,rap,1,57,227,The Rich Get Rich b/w California Mind-State
7012,177,4774,Prisons,prisons,1,57,227,No More Prisons
7012,177,4774,Prisons,prisons,1,57,227,The Rich Get Rich b/w California Mind-State
7069,177,4820,Punk,punk,1,57,224,Bullshit Detector
7069,177,4820,Punk,punk,1,57,224,Bullshit Detector
7091,177,4837,Punk,punk,1,57,243,It's Time to See Who's Who
